sample_id,pae_mean,pae_max,pae_std,pae_median,pae_p10,pae_p90,pae_frac_lt_5,pae_frac_gt_15,pae_asymmetry,pae_run
vdjdb_full_11387_rs_0_n0_iptm_filtered,7.784799,21.4,5.686727,5.8500004,1.3,15.7,0.4675925925925926,0.12422839506172839,2.8424382,0
vdjdb_full_11387_rs_1_n0_iptm_filtered,12.523892,28.4,8.844721,9.35,2.5,24.2,0.2790858725761773,0.3940443213296399,2.646122,0
vdjdb_full_11387_rs_2_n0_iptm_filtered,3.6956632,10.4,2.0205846,3.5,1.2,6.3,0.7232142857142857,0.0,0.9729592,0
vdjdb_full_11387_rs_3_n0_iptm_filtered,8.125391,19.1,4.4260745,8.05,2.1,13.9,0.30859375,0.044921875,2.3921876,0
vdjdb_full_11387_rs_4_n0_iptm_filtered,4.9338202,15.6,3.1942794,4.3,1.3,9.3,0.5412710007304602,0.0014609203798392988,1.6937912,0
vdjdb_full_11387_ss_0_n0_iptm_filtered,4.99247,15.9,2.6449838,4.6,1.7,8.8,0.5656565656565656,0.0018365472910927456,2.180716,0
vdjdb_full_11387_ss_1_n0_iptm_filtered,10.198101,26.0,8.835605,4.9,1.3,22.52,0.5025566106647188,0.3951789627465303,2.0020454,0
vdjdb_full_11387_ss_2_n0_iptm_filtered,4.836375,14.0,2.4606633,4.6,1.7,8.2,0.551875,0.0,1.8140001,0
vdjdb_full_11387_ss_3_n0_iptm_filtered,6.7310443,22.3,4.3038154,6.3,1.4,12.52,0.3550036523009496,0.05113221329437546,2.8333092,0
vdjdb_full_11387_ss_4_n0_iptm_filtered,4.0088644,13.5,2.375394,3.5,1.4,7.4,0.7416897506925207,0.0,1.8739612,0
vdjdb_full_11406_rs_0_n0_iptm_filtered,7.5298457,20.2,5.773639,4.6,1.2,15.0,0.5112960760998811,0.09155766944114149,1.5315101,0
vdjdb_full_11406_rs_1_n0_iptm_filtered,8.561286,21.7,5.312729,8.2,2.1,15.9,0.3491599707815924,0.14024835646457268,2.9864135,0
vdjdb_full_11406_rs_2_n0_iptm_filtered,5.544558,17.2,3.0029764,5.4,1.8,9.6,0.44996347699050404,0.006574141709276844,2.2242513,0
vdjdb_full_11406_rs_3_n0_iptm_filtered,6.1239796,19.0,4.0879264,5.2,1.3,11.9,0.4880952380952381,0.021541950113378686,2.3583899,0
vdjdb_full_11406_rs_4_n0_iptm_filtered,3.2530277,11.5,1.753464,2.9,1.4,5.6,0.856401384083045,0.0,1.1223183,0
vdjdb_full_11406_ss_0_n0_iptm_filtered,14.971581,29.4,10.967874,11.2,2.2,27.9,0.2925089179548157,0.4577883472057075,2.4107015,0
vdjdb_full_11406_ss_1_n0_iptm_filtered,5.0150967,18.0,3.0660403,4.5,1.5,9.3,0.554016620498615,0.004847645429362881,1.9656509,0
vdjdb_full_11406_ss_2_n0_iptm_filtered,10.544049,24.6,7.117613,8.0,1.9,19.8,0.3155818540433925,0.39513477975016437,2.8603551,0
vdjdb_full_11406_ss_3_n0_iptm_filtered,11.942223,25.8,9.418514,7.3,1.1,23.5,0.40444444444444444,0.4444444444444444,1.6675556,0
vdjdb_full_11406_ss_4_n0_iptm_filtered,12.468779,24.4,7.0516186,11.85,2.7,21.1,0.19666666666666666,0.4444444444444444,2.2126667,0
vdjdb_full_11416_rs_0_n0_iptm_filtered,13.914244,29.6,11.000974,8.8,1.6,27.9,0.3352812271731191,0.42512783053323594,2.5972242,0
vdjdb_full_11416_rs_1_n0_iptm_filtered,3.3458776,13.5,1.9269267,3.0,1.3,5.66,0.8538775510204082,0.0,1.2896327,0
vdjdb_full_11416_rs_2_n0_iptm_filtered,12.6987505,25.4,6.678984,13.2,2.3,20.5,0.19592373438527286,0.43984220907297833,2.4781065,0
vdjdb_full_11416_rs_3_n0_iptm_filtered,5.8833456,18.8,3.63839,5.5,1.6,11.0,0.4368151935719503,0.02410518626734843,2.6070125,0
vdjdb_full_11416_rs_4_n0_iptm_filtered,15.424,28.8,10.43427,15.8,2.04,27.3,0.2576,0.5088,2.2976,0
vdjdb_full_11416_ss_0_n0_iptm_filtered,6.972572,18.8,3.6184266,6.8,2.1,11.9,0.3224489795918367,0.02040816326530612,2.52049,0
vdjdb_full_11416_ss_1_n0_iptm_filtered,12.717301,27.4,9.303935,9.1,1.9,24.4,0.3217993079584775,0.42474048442906576,2.3435988,0
vdjdb_full_11416_ss_2_n0_iptm_filtered,12.543828,28.7,9.97589,7.3,1.8,25.8,0.3608473338203068,0.40686632578524473,2.5249088,0
vdjdb_full_11416_ss_3_n0_iptm_filtered,7.07989,19.9,4.896344,5.0,1.5,13.7,0.49770431588613406,0.051423324150596875,1.7083563,0
vdjdb_full_11416_ss_4_n0_iptm_filtered,11.29694,25.1,9.041531,6.75,1.1,23.3,0.42857142857142855,0.413265306122449,2.0918367,0
vdjdb_full_11417_rs_0_n0_iptm_filtered,14.149333,29.0,12.074002,7.0,1.1,28.2,0.43555555555555553,0.4444444444444444,1.2266667,0
vdjdb_full_11417_rs_1_n0_iptm_filtered,4.442452,15.1,2.4797864,3.9,1.7,8.1,0.6689750692520776,0.0006925207756232687,2.0477839,0
vdjdb_full_11417_rs_2_n0_iptm_filtered,10.145014,21.8,5.3641543,10.6,2.9,16.8,0.22714681440443213,0.23753462603878117,2.8279777,0
vdjdb_full_11417_rs_3_n0_iptm_filtered,11.722125,26.8,8.247086,8.8,2.19,22.81,0.31375,0.395,2.7589998,0
vdjdb_full_11417_rs_4_n0_iptm_filtered,5.856099,20.1,4.3573275,3.8,1.3,11.7,0.5653761869978087,0.03725346968590212,1.7688825,0
vdjdb_full_11417_ss_0_n0_iptm_filtered,11.739412,23.9,7.5784597,10.65,1.9,20.6,0.28061224489795916,0.4604591836734694,2.044643,0
vdjdb_full_11417_ss_1_n0_iptm_filtered,4.406648,14.2,2.408419,4.1,1.4,7.8,0.6738227146814404,0.0,1.7288088,0
vdjdb_full_11417_ss_2_n0_iptm_filtered,12.585877,29.1,10.549775,7.2,1.3,26.359999,0.44,0.42775510204081635,2.6943672,0
vdjdb_full_11417_ss_3_n0_iptm_filtered,10.952158,24.1,6.913451,11.3,2.0,19.82,0.2828282828282828,0.3985307621671258,3.6145086,0
vdjdb_full_11417_ss_4_n0_iptm_filtered,9.544753,21.5,5.2977405,10.0,2.4,16.1,0.24768518518518517,0.16049382716049382,2.8425925,0
vdjdb_full_11421_rs_0_n0_iptm_filtered,4.754066,16.6,2.991856,4.0,1.4,8.85,0.5527681660899654,0.0017301038062283738,1.4949826,0
vdjdb_full_11421_rs_1_n0_iptm_filtered,7.092603,18.2,4.478655,7.15,1.6,12.9,0.4363905325443787,0.03106508875739645,1.5816569,0
vdjdb_full_11421_rs_2_n0_iptm_filtered,4.754066,16.6,2.991856,4.0,1.4,8.85,0.5527681660899654,0.0017301038062283738,1.4949826,0
vdjdb_full_11421_rs_3_n0_iptm_filtered,3.1691177,9.6,1.6331522,3.0,1.25,5.2,0.8823529411764706,0.0,0.89463663,0
vdjdb_full_11421_rs_4_n0_iptm_filtered,11.242347,25.1,9.568261,5.95,1.0,24.1,0.4489795918367347,0.40816326530612246,1.5826532,0
vdjdb_full_11421_ss_0_n0_iptm_filtered,10.669945,26.6,8.809736,5.95,1.7,22.57,0.453601108033241,0.389196675900277,2.2207756,0
vdjdb_full_11421_ss_1_n0_iptm_filtered,6.7310443,22.3,4.3038154,6.3,1.4,12.52,0.3550036523009496,0.05113221329437546,2.8333092,0
vdjdb_full_11421_ss_2_n0_iptm_filtered,12.296296,27.0,8.335656,11.3,1.8,22.9,0.30092592592592593,0.44675925925925924,3.4851851,0
vdjdb_full_11421_ss_3_n0_iptm_filtered,12.636212,26.7,8.697005,9.8,2.2,23.5,0.2861602497398543,0.4422476586888658,2.666389,0
vdjdb_full_11421_ss_4_n0_iptm_filtered,6.041623,18.5,3.0529792,6.0,2.0,9.8,0.3485952133194589,0.013527575442247659,2.2126951,0
vdjdb_full_11426_rs_0_n0_iptm_filtered,3.5906122,10.8,1.8503131,3.4,1.4,6.1,0.8040816326530612,0.0,1.2576326,0
vdjdb_full_11426_rs_1_n0_iptm_filtered,4.2362657,22.0,3.6429257,3.1,1.2,8.8,0.7523148148148148,0.02700617283950617,2.6175926,0
vdjdb_full_11426_rs_2_n0_iptm_filtered,6.5443773,18.2,3.4425504,6.4,2.0,11.0,0.35726643598615915,0.00865051903114187,2.3243945,0
vdjdb_full_11426_rs_3_n0_iptm_filtered,8.458951,21.5,5.065497,8.2,2.1,15.2,0.3402777777777778,0.11033950617283951,2.941358,0
vdjdb_full_11426_rs_4_n0_iptm_filtered,6.2619987,18.4,3.7857811,5.7,1.6,11.6,0.4635108481262327,0.013806706114398421,2.268639,0
vdjdb_full_11426_ss_0_n0_iptm_filtered,6.9411993,17.0,4.051439,7.1,1.7,12.7,0.3979591836734694,0.02423469387755102,2.2466836,0
vdjdb_full_11426_ss_1_n0_iptm_filtered,3.346713,12.1,1.9897918,2.9,1.2,6.0,0.8339100346020761,0.0,1.4418685,0
vdjdb_full_11426_ss_2_n0_iptm_filtered,12.598685,28.7,10.12276,7.7,1.8,25.9,0.40467494521548575,0.4039444850255661,2.731629,0
vdjdb_full_11426_ss_3_n0_iptm_filtered,6.5443773,18.2,3.4425504,6.4,2.0,11.0,0.35726643598615915,0.00865051903114187,2.3243945,0
vdjdb_full_11426_ss_4_n0_iptm_filtered,10.56195,25.4,8.142831,6.4,1.5,21.3,0.4423305588585018,0.44589774078478,2.4456599,0
vdjdb_full_11427_rs_0_n0_iptm_filtered,11.683824,25.9,8.019154,9.05,2.4,21.6,0.3157439446366782,0.42214532871972316,2.1949825,0
vdjdb_full_11427_rs_1_n0_iptm_filtered,4.243392,18.0,2.7639346,3.7,1.4,7.9,0.7294484911550468,0.006243496357960458,1.7779397,0
vdjdb_full_11427_rs_2_n0_iptm_filtered,5.5749307,15.7,2.9924643,5.2,1.8,9.8,0.4605263157894737,0.0013850415512465374,2.3332412,0
vdjdb_full_11427_rs_3_n0_iptm_filtered,16.795444,30.6,11.790837,15.3,2.39,30.0,0.26222222222222225,0.5022222222222222,2.53,0
vdjdb_full_11427_rs_4_n0_iptm_filtered,8.970562,19.5,6.5722303,6.0,1.5,16.6,0.47928994082840237,0.32840236686390534,1.2168639,0
vdjdb_full_11427_ss_0_n0_iptm_filtered,12.637251,27.6,8.750719,10.45,1.8,24.5,0.2725,0.418125,3.6120002,0
vdjdb_full_11427_ss_1_n0_iptm_filtered,12.300832,27.0,9.741078,7.2,1.5,24.3,0.39542143600416235,0.43704474505723206,1.8886577,0
vdjdb_full_11427_ss_2_n0_iptm_filtered,4.067,13.3,2.6163735,3.85,0.98,7.1099997,0.74,0.0,1.7779999,0
vdjdb_full_11427_ss_3_n0_iptm_filtered,4.8134923,16.8,2.6355345,4.3,1.7,8.6,0.6150793650793651,0.002834467120181406,2.196372,0
vdjdb_full_11427_ss_4_n0_iptm_filtered,6.2619987,18.4,3.7857811,5.7,1.6,11.6,0.4635108481262327,0.013806706114398421,2.268639,0
vdjdb_full_11433_rs_0_n0_iptm_filtered,5.081065,20.2,3.2962887,4.4,1.6,9.5,0.5904010519395135,0.015779092702169626,2.4548323,0
vdjdb_full_11433_rs_1_n0_iptm_filtered,5.0714364,16.3,2.8000765,4.5,1.7,9.2,0.5692148760330579,0.0025826446280991736,2.148244,0
vdjdb_full_11433_rs_2_n0_iptm_filtered,4.6567173,14.3,2.802169,4.1,1.5,8.8,0.6461218836565097,0.0,1.9599724,0
vdjdb_full_11433_rs_3_n0_iptm_filtered,9.664687,26.2,8.771751,4.1,1.5,21.6,0.563125,0.375,1.4363751,0
vdjdb_full_11433_rs_4_n0_iptm_filtered,2.993557,8.8,1.3550104,2.9,1.2,4.8,0.9165023011176857,0.0,0.89178175,0
vdjdb_full_11433_ss_0_n0_iptm_filtered,5.5582223,16.5,2.7827184,5.5,2.0,9.1,0.41333333333333333,0.0022222222222222222,1.5026667,0
vdjdb_full_11433_ss_1_n0_iptm_filtered,6.1722164,18.3,3.5830634,5.7,1.7,11.1,0.39854318418314255,0.019771071800208116,2.6024973,0
vdjdb_full_11433_ss_2_n0_iptm_filtered,6.2293086,21.0,3.7732315,5.6,1.8,11.3,0.4126984126984127,0.031179138321995464,2.8744898,0
vdjdb_full_11433_ss_3_n0_iptm_filtered,6.178002,16.9,3.8250415,5.9,1.7,11.3,0.4756242568370987,0.005945303210463734,1.8042806,0
vdjdb_full_11433_ss_4_n0_iptm_filtered,10.11736,27.3,9.86574,4.95,1.03,26.140001,0.5,0.2777777777777778,1.7097223,0
vdjdb_full_11445_rs_0_n0_iptm_filtered,4.0601563,11.5,1.9117683,3.9,1.6,6.8,0.728515625,0.0,1.4160156,0
vdjdb_full_11445_rs_1_n0_iptm_filtered,3.6873698,11.3,1.9204589,3.5,1.5,6.2,0.8079584775086506,0.0,1.3363322,0
vdjdb_full_11445_rs_2_n0_iptm_filtered,14.776585,30.6,11.785905,8.4,1.98,29.3,0.3516988062442608,0.42424242424242425,2.155923,0
vdjdb_full_11445_rs_3_n0_iptm_filtered,6.289879,19.0,3.2788053,6.2,2.0,10.6,0.3814878892733564,0.010380622837370242,1.71782,0
vdjdb_full_11445_rs_4_n0_iptm_filtered,8.0779295,22.8,5.590514,6.5,1.5,15.6,0.44140625,0.123046875,1.9597657,0
vdjdb_full_11445_ss_0_n0_iptm_filtered,10.507255,24.4,8.01386,6.9,1.5,20.3,0.44995408631772266,0.42699724517906334,2.0205693,0
vdjdb_full_11445_ss_1_n0_iptm_filtered,9.338667,23.4,6.1935606,9.8,1.4,17.3,0.35276621058893515,0.2314098750743605,3.3840573,0
vdjdb_full_11445_ss_2_n0_iptm_filtered,12.90637,28.0,8.534212,11.2,2.3,24.3,0.23753462603878117,0.41274238227146814,3.1853187,0
vdjdb_full_11445_ss_3_n0_iptm_filtered,13.294667,28.2,9.464964,9.45,1.89,24.8,0.27555555555555555,0.44555555555555554,1.9195557,0
vdjdb_full_11445_ss_4_n0_iptm_filtered,11.469321,27.0,7.977381,10.1,1.7,22.02,0.3316289262235208,0.40905770635500366,3.5212564,0
vdjdb_full_11452_rs_0_n0_iptm_filtered,3.8947268,12.8,2.1057937,3.4,1.4,6.97,0.7490234375,0.0,1.7003906,0
vdjdb_full_11452_rs_1_n0_iptm_filtered,5.587119,22.9,3.7415037,4.7,1.9,10.17,0.5353185595567868,0.03462603878116344,2.8789475,0
vdjdb_full_11452_rs_2_n0_iptm_filtered,10.561035,25.7,8.676442,5.8,1.3,21.8,0.462890625,0.4296875,1.7572266,0
vdjdb_full_11452_rs_3_n0_iptm_filtered,3.398939,13.3,1.9985726,3.0,1.3,5.9,0.8359183673469388,0.0,1.3947756,0
vdjdb_full_11452_rs_4_n0_iptm_filtered,11.598962,27.5,9.434617,7.6,1.2,23.7,0.41695501730103807,0.42387543252595156,2.6342561,0
vdjdb_full_11452_ss_0_n0_iptm_filtered,5.9421873,20.0,3.9037373,5.0,1.6,11.51,0.495,0.014375,2.053125,0
vdjdb_full_11452_ss_1_n0_iptm_filtered,8.959504,21.8,6.5779276,6.2,1.5,17.9,0.45362718089990817,0.2745638200183655,2.3597794,0
vdjdb_full_11452_ss_2_n0_iptm_filtered,3.633819,11.7,1.8810492,3.3,1.3,6.1,0.7845993756503642,0.0,1.4936525,0
vdjdb_full_11452_ss_3_n0_iptm_filtered,14.971581,29.4,10.967874,11.2,2.2,27.9,0.2925089179548157,0.4577883472057075,2.4107015,0
vdjdb_full_11452_ss_4_n0_iptm_filtered,11.703806,26.6,8.084383,12.5,1.6800001,22.720001,0.3460207612456747,0.42560553633217996,2.8553634,0
vdjdb_full_11453_rs_0_n0_iptm_filtered,5.5680475,22.3,3.830265,4.5,1.6,10.3,0.5601577909270217,0.03418803418803419,2.852071,0
vdjdb_full_11453_rs_1_n0_iptm_filtered,4.7722106,17.3,3.1116204,3.8,1.4,9.1,0.5867768595041323,0.002066115702479339,1.7745868,0
vdjdb_full_11453_rs_2_n0_iptm_filtered,9.95255,23.3,5.553935,10.7,2.5,17.1,0.24661810613943808,0.19667013527575442,3.2283037,0
vdjdb_full_11453_rs_3_n0_iptm_filtered,15.029297,30.5,11.301973,11.15,1.8299999,28.9,0.3125,0.4404296875,2.788672,0
vdjdb_full_11453_rs_4_n0_iptm_filtered,11.058333,25.0,7.724413,8.2,2.1,21.4,0.3425925925925926,0.404320987654321,2.433642,0
vdjdb_full_11453_ss_0_n0_iptm_filtered,9.95255,23.3,5.553935,10.7,2.5,17.1,0.24661810613943808,0.19667013527575442,3.2283037,0
vdjdb_full_11453_ss_1_n0_iptm_filtered,7.41669,23.7,4.2096896,7.0,2.0,12.77,0.2950138504155125,0.05055401662049862,2.5965374,0
vdjdb_full_11453_ss_2_n0_iptm_filtered,4.739429,13.6,2.6727095,4.4,1.6,8.4,0.5455246913580247,0.0,1.5223765,0
vdjdb_full_11453_ss_3_n0_iptm_filtered,9.852326,26.1,6.7472663,9.5,1.4399999,18.96,0.3404081632653061,0.2938775510204082,3.5877552,0
vdjdb_full_11453_ss_4_n0_iptm_filtered,5.0831804,15.9,2.8700848,4.8,1.6,8.9,0.5143320713899405,0.0005408328826392645,1.5943754,0
vdjdb_full_11466_rs_0_n0_iptm_filtered,3.2097993,8.7,1.4780978,3.2,1.3,5.1,0.875,0.0,0.90694445,0
vdjdb_full_11466_rs_1_n0_iptm_filtered,6.73261,20.4,4.2293086,5.7,1.7,12.5,0.46022353714661407,0.030900723208415515,2.3101904,0
vdjdb_full_11466_rs_2_n0_iptm_filtered,10.561806,23.1,6.710275,10.3,1.9,18.8,0.3132716049382716,0.37885802469135804,2.8449075,0
vdjdb_full_11466_rs_3_n0_iptm_filtered,5.2885714,17.9,3.285687,4.5,1.4,10.16,0.566530612244898,0.00816326530612245,2.636898,0
vdjdb_full_11466_rs_4_n0_iptm_filtered,7.4569364,22.8,4.0030847,7.6,2.1,12.6,0.31689677843524,0.03550295857988166,2.919658,0
vdjdb_full_11466_ss_0_n0_iptm_filtered,4.7401385,15.3,2.8139539,4.1,1.5,8.65,0.6072664359861591,0.0017301038062283738,2.1404843,0
vdjdb_full_11466_ss_1_n0_iptm_filtered,6.1487174,18.7,4.0679965,5.3,1.4,11.8,0.4838921761998685,0.0190664036817883,2.1078238,0
vdjdb_full_11466_ss_2_n0_iptm_filtered,12.470918,29.3,10.03884,7.1,2.0,26.3,0.3469387755102041,0.376984126984127,2.4651926,0
vdjdb_full_11466_ss_3_n0_iptm_filtered,6.9019537,18.0,4.11545,6.55,1.7,12.2,0.4287109375,0.01953125,1.915625,0
vdjdb_full_11466_ss_4_n0_iptm_filtered,3.9160004,13.1,2.5726922,3.6,0.98,6.8,0.76,0.0,1.8040001,0
vdjdb_full_11485_rs_0_n0_iptm_filtered,6.9995403,18.0,4.1264706,6.5,2.0,12.8,0.4150596877869605,0.024793388429752067,2.095684,0
vdjdb_full_11485_rs_1_n0_iptm_filtered,4.677575,17.9,3.1310368,4.3,1.38,9.0,0.6055514974433893,0.009495982468955442,2.0432434,0
vdjdb_full_11485_rs_2_n0_iptm_filtered,12.566472,28.0,8.92875,9.8,1.9,24.2,0.3155588020452885,0.43754565376187,3.5758948,0
vdjdb_full_11485_rs_3_n0_iptm_filtered,9.499099,24.1,6.644749,7.1,2.0,18.77,0.3975069252077562,0.29778393351800553,2.650831,0
vdjdb_full_11485_rs_4_n0_iptm_filtered,10.507255,24.4,8.01386,6.9,1.5,20.3,0.44995408631772266,0.42699724517906334,2.0205693,0
vdjdb_full_11485_ss_0_n0_iptm_filtered,3.7445989,13.9,2.2520604,3.3,1.4,7.1,0.7816358024691358,0.0,1.7774692,0
vdjdb_full_11485_ss_1_n0_iptm_filtered,6.9122133,17.4,3.9251008,7.3,1.7,12.0,0.3516988062442608,0.01652892561983471,1.8721764,0
vdjdb_full_11485_ss_2_n0_iptm_filtered,14.361156,28.8,10.001005,18.0,1.3,25.6,0.3119834710743802,0.512396694214876,2.8115702,0
vdjdb_full_11485_ss_3_n0_iptm_filtered,11.936763,24.8,7.953527,10.6,1.8,21.5,0.31824417009602196,0.46776406035665297,2.4310012,0
vdjdb_full_11485_ss_4_n0_iptm_filtered,9.206579,25.4,8.166938,4.2,1.4,21.0,0.5457063711911357,0.3767313019390582,2.220083,0
vdjdb_full_11489_rs_0_n0_iptm_filtered,10.665245,23.5,6.5037055,10.5,2.4,18.7,0.2924037460978148,0.38189386056191466,2.2124867,0
vdjdb_full_11489_rs_1_n0_iptm_filtered,9.843244,23.7,6.6422963,9.4,1.8,18.8,0.36523009495982467,0.29510591672753833,3.402776,0
vdjdb_full_11489_rs_2_n0_iptm_filtered,4.203,14.2,2.7808795,3.9,0.98,7.21,0.68,0.0,1.902,0
vdjdb_full_11489_rs_3_n0_iptm_filtered,5.549654,19.8,3.6033022,4.9,1.5,10.6,0.5013850415512465,0.022853185595567867,2.4239612,0
vdjdb_full_11489_rs_4_n0_iptm_filtered,4.928375,15.7,2.8395965,4.4,1.6,8.7,0.544375,0.001875,1.5354999,0
vdjdb_full_11489_ss_0_n0_iptm_filtered,10.717391,26.3,8.363292,10.0,1.3,22.32,0.43478260869565216,0.42344045368620037,2.5153122,0
vdjdb_full_11489_ss_1_n0_iptm_filtered,12.703641,27.6,8.791876,9.8,2.1,23.7,0.30385015608740895,0.4432882414151925,2.6422477,0
vdjdb_full_11489_ss_2_n0_iptm_filtered,10.346297,27.8,7.442726,7.8,1.7,20.0,0.38425925925925924,0.3942901234567901,2.8564816,0
vdjdb_full_11489_ss_3_n0_iptm_filtered,8.908391,23.7,5.8233624,7.55,2.0,16.849998,0.3719723183391003,0.16695501730103807,2.3264706,0
vdjdb_full_11489_ss_4_n0_iptm_filtered,11.362003,22.4,6.369961,12.3,2.28,19.0,0.22359396433470508,0.4170096021947874,2.389849,0
vdjdb_full_11490_rs_0_n0_iptm_filtered,5.4593425,20.0,3.2861838,5.0,1.7,9.9,0.49653979238754326,0.012975778546712802,2.214187,0
vdjdb_full_11490_rs_1_n0_iptm_filtered,5.691918,14.9,2.8812935,5.5,1.8,9.6,0.42857142857142855,0.0,2.2305305,0
vdjdb_full_11490_rs_2_n0_iptm_filtered,13.536941,28.1,10.358206,8.7,1.6,26.1,0.3413111342351717,0.44432882414151925,1.9496357,0
vdjdb_full_11490_rs_3_n0_iptm_filtered,3.8145623,13.8,2.0671253,3.4,1.4,6.5,0.764375,0.0,1.5701251,0
vdjdb_full_11490_rs_4_n0_iptm_filtered,12.293599,26.7,8.277355,10.7,1.9,23.3,0.291522491349481,0.43944636678200694,2.9626296,0
vdjdb_full_11490_ss_0_n0_iptm_filtered,12.858392,27.2,8.298202,11.35,2.4,23.150002,0.25519031141868515,0.444636678200692,2.7752595,0
vdjdb_full_11490_ss_1_n0_iptm_filtered,3.9739997,14.6,2.6912682,3.65,0.98,7.1099997,0.76,0.0,1.908,0
vdjdb_full_11490_ss_2_n0_iptm_filtered,2.5767677,10.4,1.5838087,2.2,1.1,4.6,0.9182736455463728,0.0,1.0242424,0
vdjdb_full_11490_ss_3_n0_iptm_filtered,8.897369,23.7,5.4908,8.6,2.0,16.6,0.3331024930747922,0.157202216066482,2.8950138,0
vdjdb_full_11490_ss_4_n0_iptm_filtered,7.618848,17.0,4.019067,8.3,1.8,12.6,0.2958984375,0.0234375,2.2998047,0
vdjdb_full_11492_rs_0_n0_iptm_filtered,6.4903226,18.5,3.8361173,5.9,1.8,11.9,0.4006243496357961,0.021852237252861603,2.6210196,0
vdjdb_full_11492_rs_1_n0_iptm_filtered,5.535742,19.4,3.4672227,4.8,1.7,10.5,0.5263671875,0.021484375,2.6714845,0
vdjdb_full_11492_rs_2_n0_iptm_filtered,9.686851,22.4,5.98193,8.3,2.1,17.7,0.2978303747534517,0.2682445759368836,2.8598292,0
vdjdb_full_11492_rs_3_n0_iptm_filtered,14.244777,30.4,11.4787855,8.0,2.1,29.0,0.35135135135135137,0.4141709276844412,2.3414173,0
vdjdb_full_11492_rs_4_n0_iptm_filtered,10.265027,26.3,8.359211,5.5,1.6,21.8,0.4584487534626039,0.3878116343490305,2.0630193,0
vdjdb_full_11492_ss_0_n0_iptm_filtered,4.39649,12.0,2.171133,4.2,1.6,7.3,0.6103509815585961,0.0,1.3326592,0
vdjdb_full_11492_ss_1_n0_iptm_filtered,13.527823,27.3,9.545069,10.7,2.2,25.2,0.29660238751147844,0.44536271808999084,2.0822773,0
vdjdb_full_11492_ss_2_n0_iptm_filtered,14.726001,29.4,11.263566,9.799999,2.0,28.2,0.33666666666666667,0.45222222222222225,2.3613334,0
vdjdb_full_11492_ss_3_n0_iptm_filtered,13.552007,28.4,10.264699,9.200001,1.8,26.7,0.31712962962962965,0.41898148148148145,2.401852,0
vdjdb_full_11492_ss_4_n0_iptm_filtered,13.894666,29.1,11.468207,8.65,1.3,27.6,0.42,0.4588888888888889,2.3337777,0
vdjdb_full_11494_rs_0_n0_iptm_filtered,4.795734,18.7,2.9703412,4.2,1.7,8.6,0.6378772112382934,0.011446409989594173,2.0335069,0
vdjdb_full_11494_rs_1_n0_iptm_filtered,4.9968934,20.1,3.2547789,4.4,1.45,9.1,0.6020710059171598,0.01775147928994083,2.3357987,0
vdjdb_full_11494_rs_2_n0_iptm_filtered,3.7666993,12.5,1.7432948,3.7,1.6,5.87,0.798828125,0.0,1.034961,0
vdjdb_full_11494_rs_3_n0_iptm_filtered,3.1730003,10.1,1.7317474,2.8,1.2,5.4,0.8588888888888889,0.0,1.2993333,0
vdjdb_full_11494_rs_4_n0_iptm_filtered,2.780889,8.5,1.2517505,2.6,1.3,4.3,0.9388888888888889,0.0,0.7457778,0
vdjdb_full_11494_ss_0_n0_iptm_filtered,6.634413,18.7,3.7791343,6.8,1.6,11.3,0.39351851851851855,0.013117283950617283,1.9858025,0
vdjdb_full_11494_ss_1_n0_iptm_filtered,8.367361,23.5,7.5211353,3.6,1.3,18.8,0.5848765432098766,0.35108024691358025,1.1739198,0
vdjdb_full_11494_ss_2_n0_iptm_filtered,9.839117,24.3,7.4755225,6.6,1.5,19.7,0.4297520661157025,0.38934802571166205,2.439302,0
vdjdb_full_11494_ss_3_n0_iptm_filtered,7.822485,21.1,5.4118257,5.9,1.7,15.6,0.4523339907955293,0.1301775147928994,2.5322814,0
vdjdb_full_11494_ss_4_n0_iptm_filtered,8.18176,19.4,5.1138306,7.25,1.8,14.5,0.3903061224489796,0.0663265306122449,1.7538265,0
vdjdb_full_11498_rs_0_n0_iptm_filtered,4.5117645,15.8,2.421644,4.5,1.5,7.5,0.5752595155709342,0.0017301038062283738,1.4397924,0
vdjdb_full_11498_rs_1_n0_iptm_filtered,9.465484,25.4,7.4125977,5.9,1.5,19.7,0.44641683103221563,0.36423405654174884,2.6440501,0
vdjdb_full_11498_rs_2_n0_iptm_filtered,3.3903227,8.5,1.4743736,3.4,1.3,5.3,0.8636836628511967,0.0,0.7540062,0
vdjdb_full_11498_rs_3_n0_iptm_filtered,14.410425,30.5,12.722941,5.1,1.3,29.7,0.4883401920438957,0.4444444444444444,1.4743485,0
vdjdb_full_11498_rs_4_n0_iptm_filtered,7.8191023,22.6,5.796859,5.5,1.5,16.1,0.4685714285714286,0.1306122448979592,2.506449,0
vdjdb_full_11498_ss_0_n0_iptm_filtered,2.2998047,5.8,0.8840934,2.2,1.1,3.4,0.9931640625,0.0,0.5023438,0
vdjdb_full_11498_ss_1_n0_iptm_filtered,9.214744,21.4,5.335489,10.0,2.0,16.0,0.2925089179548157,0.15219976218787157,2.4466114,0
vdjdb_full_11498_ss_2_n0_iptm_filtered,3.1844726,8.0,1.3911773,3.2,1.3,5.0,0.892578125,0.0,0.58496094,0
