sample_id,pae_mean,pae_max,pae_std,pae_median,pae_p10,pae_p90,pae_frac_lt_5,pae_frac_gt_15,pae_asymmetry,pae_run
vdjdb_full_15877_rs_4_n0_iptm_filtered,3.6405876,14.9,1.9297596,3.4,1.4,6.0,0.8126721763085399,0.0,1.2224058,1
vdjdb_full_15877_ss_0_n0_iptm_filtered,4.0292573,16.8,2.3737454,3.6,1.5,7.2,0.7547666009204471,0.0026298487836949377,1.8378698,1
vdjdb_full_15877_ss_1_n0_iptm_filtered,11.335077,26.9,9.035781,6.9,1.6,23.9,0.40312213039485767,0.40128558310376494,2.4865012,1
vdjdb_full_15877_ss_2_n0_iptm_filtered,7.8841834,22.6,5.818682,6.5,1.2,16.1,0.4287200832466181,0.1404786680541103,3.3683662,1
vdjdb_full_15877_ss_3_n0_iptm_filtered,5.0092745,14.8,3.252431,3.9,1.4,9.5,0.5656565656565656,0.0,1.2494031,1
vdjdb_full_15877_ss_4_n0_iptm_filtered,10.856445,25.1,7.9729495,7.4,1.8299999,21.7,0.373046875,0.4140625,2.726953,1
vdjdb_full_1587_rs_0_n0_iptm_filtered,8.202941,22.9,5.7545824,6.6499996,1.5,16.3,0.4039792387543253,0.15570934256055363,2.914533,1
vdjdb_full_1587_rs_1_n0_iptm_filtered,3.9854443,12.6,2.0824983,3.7,1.4,6.7,0.7455555555555555,0.0,1.4904444,1
vdjdb_full_1587_rs_2_n0_iptm_filtered,15.158728,27.6,8.524123,16.7,2.7,24.7,0.1937869822485207,0.5355029585798816,1.8257396,1
vdjdb_full_1587_rs_3_n0_iptm_filtered,12.667517,27.1,8.938038,9.3,2.5,24.3,0.2854938271604938,0.4020061728395062,2.645216,1
vdjdb_full_1587_rs_4_n0_iptm_filtered,7.964533,23.6,5.170699,8.15,1.25,14.8,0.3555363321799308,0.09083044982698962,3.215917,1
vdjdb_full_1587_ss_0_n0_iptm_filtered,3.5790124,7.4,1.4088048,3.7,1.5,5.3,0.8532235939643347,0.0,0.78161865,1
vdjdb_full_1587_ss_1_n0_iptm_filtered,10.151953,24.4,6.4494348,9.0,2.0,19.17,0.291015625,0.2958984375,3.0812502,1
vdjdb_full_1587_ss_3_n0_iptm_filtered,4.079321,14.0,2.3808951,3.5,1.6,7.4,0.7368827160493827,0.0,1.904321,1
vdjdb_full_1587_ss_4_n0_iptm_filtered,5.132258,15.7,2.5519085,4.9,1.8,8.6,0.514047866805411,0.001040582726326743,2.001873,1
vdjdb_full_15880_rs_0_n0_iptm_filtered,4.8320312,14.4,2.8438478,4.1499996,1.4,9.0,0.6142578125,0.0,2.2246094,1
vdjdb_full_15880_rs_1_n0_iptm_filtered,9.255983,24.1,5.821422,9.3,1.5,16.6,0.33610822060353795,0.18938605619146723,2.7329865,1
vdjdb_full_15880_rs_2_n0_iptm_filtered,7.770778,18.0,4.024188,8.5,1.8,12.4,0.2822222222222222,0.028888888888888888,1.6437778,1
vdjdb_full_15880_rs_3_n0_iptm_filtered,9.977283,26.5,8.49659,5.3,1.4,21.7,0.4806428049671293,0.379108838568298,2.211103,1
vdjdb_full_15880_rs_4_n0_iptm_filtered,12.84,28.0,9.406432,9.6,1.9,25.06,0.32326530612244897,0.42775510204081635,3.0367346,1
vdjdb_full_15880_ss_0_n0_iptm_filtered,2.6313913,10.1,1.4560592,2.3,1.1,4.5,0.9262782401902497,0.0,1.3003567,1
vdjdb_full_15880_ss_1_n0_iptm_filtered,3.8784778,11.9,1.9625024,3.7,1.4,6.4,0.7693222354340071,0.0,1.3954816,1
vdjdb_full_15880_ss_2_n0_iptm_filtered,12.852676,27.1,9.680297,8.5,2.0,25.0,0.32936979785969084,0.4280618311533888,1.8128418,1
vdjdb_full_15880_ss_3_n0_iptm_filtered,12.002457,25.9,9.284812,9.9,1.3,22.8,0.42344045368620037,0.4820415879017013,2.0865786,1
vdjdb_full_15880_ss_4_n0_iptm_filtered,3.1815557,9.7,1.6785489,3.1,1.2,5.5,0.8622222222222222,0.0,0.9164445,1
vdjdb_full_15881_rs_0_n0_iptm_filtered,3.8864722,11.6,2.0601072,3.4,1.5,6.8,0.7513007284079084,0.0,1.5710719,1
vdjdb_full_15881_rs_1_n0_iptm_filtered,3.693021,15.3,2.363933,3.1,1.5,6.7,0.8016528925619835,0.0009182736455463728,1.8227731,1
vdjdb_full_15881_rs_2_n0_iptm_filtered,4.1585937,12.2,2.176693,4.0,1.3299999,7.2,0.6787109375,0.0,1.5902344,1
vdjdb_full_15881_rs_3_n0_iptm_filtered,2.57337,7.8,1.165201,2.4,1.2,4.1,0.9614325068870524,0.0,0.7129476,1
vdjdb_full_15881_rs_4_n0_iptm_filtered,15.56914,30.8,11.763701,12.5,1.6,30.0,0.3251953125,0.439453125,1.4679687,1
vdjdb_full_15881_ss_0_n0_iptm_filtered,5.516309,15.1,3.9020624,3.75,1.2,10.9,0.5478515625,0.001953125,1.1494141,1
vdjdb_full_15881_ss_1_n0_iptm_filtered,3.5096314,10.8,1.6655037,3.5,1.3,5.4,0.8466111771700356,0.0,0.9931034,1
vdjdb_full_15881_ss_2_n0_iptm_filtered,11.805509,24.4,7.843082,9.8,2.1,21.8,0.2699724517906336,0.411386593204775,2.4378326,1
vdjdb_full_15881_ss_3_n0_iptm_filtered,3.1654842,11.7,1.5672725,3.0,1.2,5.1,0.8901384083044983,0.0,1.0558823,1
vdjdb_full_15881_ss_4_n0_iptm_filtered,2.4455807,6.6,0.9208548,2.4,1.3,3.6,0.987582176771366,0.0,0.48122716,1
vdjdb_full_15883_rs_0_n0_iptm_filtered,9.093756,21.6,5.887547,8.3,1.8,17.3,0.35353535353535354,0.20844811753902662,2.7656567,1
vdjdb_full_15883_rs_1_n0_iptm_filtered,9.179841,20.6,6.5388103,7.4,1.4,17.9,0.416,0.2928,1.9110398,1
vdjdb_full_15883_rs_2_n0_iptm_filtered,2.780247,9.1,1.6398149,2.7,0.8,5.1,0.8888888888888888,0.0,1.0864197,1
vdjdb_full_15883_rs_3_n0_iptm_filtered,9.293441,25.5,8.536498,4.0,1.4,21.7,0.5748456790123457,0.37114197530864196,1.8458335,1
vdjdb_full_15883_rs_4_n0_iptm_filtered,2.354111,7.9,1.1738421,2.1,1.0,3.8,0.9677777777777777,0.0,0.8188889,1
vdjdb_full_15883_ss_0_n0_iptm_filtered,3.0870392,10.3,1.7930334,2.9,1.0,5.6,0.8644470868014269,0.0,1.125327,1
vdjdb_full_15883_ss_1_n0_iptm_filtered,2.8197532,8.7,1.6568913,2.7,0.8,5.0,0.8641975308641975,0.0,1.1012347,1
vdjdb_full_15883_ss_2_n0_iptm_filtered,10.764355,23.5,7.4402776,9.9,1.5,20.2,0.3466796875,0.3994140625,2.7521484,1
vdjdb_full_15883_ss_3_n0_iptm_filtered,2.8988552,9.6,1.4124423,2.6,1.2,4.9,0.9032258064516129,0.0,1.0742977,1
vdjdb_full_15883_ss_4_n0_iptm_filtered,3.7392988,10.6,1.7966582,3.7,1.3,6.2,0.7867056245434624,0.0,1.0140249,1
vdjdb_full_15884_rs_0_n0_iptm_filtered,3.0901225,11.0,1.515878,2.9,1.3,4.9,0.9004081632653061,0.0,1.0977958,1
vdjdb_full_15884_rs_1_n0_iptm_filtered,6.577595,20.1,3.7330992,6.6,1.9,11.3,0.4083044982698962,0.019896193771626297,2.2818341,1
vdjdb_full_15884_rs_2_n0_iptm_filtered,3.0677283,10.6,1.7027956,2.8,1.1,5.5,0.860803324099723,0.0,0.9398892,1
vdjdb_full_15884_rs_3_n0_iptm_filtered,13.749175,27.1,10.736249,15.450001,1.1,25.7,0.38636363636363635,0.5041322314049587,2.1049588,1
vdjdb_full_15884_rs_4_n0_iptm_filtered,13.776125,29.3,10.433422,9.8,2.1,27.2,0.328719723183391,0.42560553633217996,2.781661,1
vdjdb_full_15884_ss_0_n0_iptm_filtered,7.895842,20.0,5.61779,5.7,1.5,15.4,0.4669187145557656,0.12098298676748583,2.08431,1
vdjdb_full_15884_ss_1_n0_iptm_filtered,6.948301,17.7,3.8245738,7.2,2.0,11.9,0.38292011019283745,0.013774104683195593,2.0255277,1
vdjdb_full_15884_ss_2_n0_iptm_filtered,7.4739647,24.0,5.3990254,5.5,1.7,15.5,0.4608809993425378,0.11242603550295859,2.8532543,1
vdjdb_full_15884_ss_3_n0_iptm_filtered,2.5704315,10.0,1.5304284,2.2,1.1,4.6,0.9127640036730946,0.0,1.087236,1
vdjdb_full_15884_ss_4_n0_iptm_filtered,2.3464646,8.4,1.0888401,2.2,1.1,3.6,0.9696969696969697,0.0,0.6940312,1
vdjdb_full_15885_rs_0_n0_iptm_filtered,2.919459,11.9,1.570337,2.8,1.0,4.7,0.9146722164412071,0.0,0.84953177,1
vdjdb_full_15885_rs_1_n0_iptm_filtered,5.76224,13.8,3.0333424,5.8,1.7,9.8,0.4128,0.0,1.7964801,1
vdjdb_full_15885_rs_2_n0_iptm_filtered,11.804493,26.8,9.777838,6.4,1.4,24.4,0.4375,0.4052734375,2.1210938,1
vdjdb_full_15885_rs_3_n0_iptm_filtered,6.935889,18.0,4.6174345,5.6,1.6,13.2,0.4777777777777778,0.03888888888888889,2.0059998,1
vdjdb_full_15885_rs_4_n0_iptm_filtered,8.31852,20.3,6.381215,8.7,1.0,16.47,0.4722222222222222,0.19444444444444445,1.5802469,1
vdjdb_full_15885_ss_0_n0_iptm_filtered,1.9237833,6.9,0.80331844,1.8,1.0,2.8,0.98989898989899,0.0,0.49256194,1
vdjdb_full_15885_ss_1_n0_iptm_filtered,11.935059,26.2,8.200259,10.3,1.9,22.5,0.302734375,0.4208984375,2.8169923,1
vdjdb_full_15885_ss_2_n0_iptm_filtered,2.9550068,7.4,1.2196968,2.9,1.28,4.6,0.9465020576131687,0.0,0.8296296,1
vdjdb_full_15885_ss_3_n0_iptm_filtered,4.9576483,16.6,2.9259481,4.5,1.2,8.8,0.5671175858480749,0.005202913631633715,1.9485953,1
vdjdb_full_15885_ss_4_n0_iptm_filtered,2.6392734,10.6,1.3876859,2.3,1.2,4.5,0.9273356401384083,0.0,1.1370243,1
vdjdb_full_15886_rs_0_n0_iptm_filtered,3.5721765,17.1,2.3205802,3.0,1.3,6.3,0.8365472910927456,0.0036730945821854912,1.6497705,1
vdjdb_full_15886_rs_1_n0_iptm_filtered,14.038757,29.6,11.738171,7.1499996,1.4,28.150002,0.4423076923076923,0.4526627218934911,1.9644971,1
vdjdb_full_15886_rs_2_n0_iptm_filtered,12.295836,26.0,8.329029,10.2,2.0,22.7,0.2873469387755102,0.4310204081632653,2.8904493,1
vdjdb_full_15886_rs_3_n0_iptm_filtered,2.3688705,10.9,1.3046131,2.2,1.1,3.6,0.9559228650137741,0.0,0.7876951,1
vdjdb_full_15886_rs_4_n0_iptm_filtered,13.617479,27.2,9.697982,10.2,2.1,25.5,0.29964328180737215,0.4423305588585018,2.4159334,1
vdjdb_full_15886_ss_0_n0_iptm_filtered,12.126516,28.1,11.387135,3.8,1.1,26.5,0.525564803804994,0.4280618311533888,1.6565993,1
vdjdb_full_15886_ss_1_n0_iptm_filtered,5.2014704,15.7,2.7562492,5.1,1.6500001,8.7,0.47837370242214533,0.0008650519031141869,1.81782,1
vdjdb_full_15886_ss_2_n0_iptm_filtered,3.9318368,22.7,3.4120097,3.0,1.3,6.9,0.8155102040816327,0.02857142857142857,2.070694,1
vdjdb_full_15886_ss_3_n0_iptm_filtered,14.265161,26.9,9.032219,14.0,2.2,25.0,0.2259215219976219,0.4839476813317479,2.2183115,1
vdjdb_full_15886_ss_4_n0_iptm_filtered,3.001308,10.8,1.6657666,2.7,1.1,5.1,0.8858501783590963,0.0,1.1131986,1
vdjdb_full_15888_rs_0_n0_iptm_filtered,3.213889,9.1,1.498598,3.2,1.3,5.1,0.8922222222222222,0.0,0.89444447,1
vdjdb_full_15888_rs_1_n0_iptm_filtered,7.6497774,18.9,5.114375,6.5,1.5,14.6,0.4477777777777778,0.07,2.2493331,1
vdjdb_full_15888_rs_2_n0_iptm_filtered,8.7925625,27.2,9.331995,3.5,0.9,23.2,0.6115702479338843,0.2975206611570248,1.4628099,1
vdjdb_full_15888_rs_3_n0_iptm_filtered,4.606661,14.8,2.6567044,4.0,1.7,8.3,0.6461937716262975,0.0,1.9970589,1
vdjdb_full_15888_rs_4_n0_iptm_filtered,5.7843103,14.3,3.1963344,5.8,1.5,10.070001,0.4489795918367347,0.0,1.619643,1
vdjdb_full_15888_ss_0_n0_iptm_filtered,4.9006944,14.7,3.2516365,3.5,1.3,9.6,0.5825617283950617,0.0,1.2479937,1
vdjdb_full_15888_ss_1_n0_iptm_filtered,2.5407712,7.5,1.2725649,2.3,1.1,4.2,0.9348025711662076,0.0,0.9327824,1
vdjdb_full_15888_ss_2_n0_iptm_filtered,13.094261,28.5,10.386028,8.05,1.8,25.77,0.40433673469387754,0.4375,1.8992347,1
vdjdb_full_15888_ss_3_n0_iptm_filtered,3.844531,23.8,2.8489733,3.3,1.3,6.5699997,0.8212890625,0.0166015625,1.9351563,1
vdjdb_full_15888_ss_4_n0_iptm_filtered,3.6507757,17.3,2.6656733,2.9,1.1,7.2,0.7804081632653062,0.0032653061224489797,2.0561633,1
vdjdb_full_15890_rs_0_n0_iptm_filtered,9.072232,22.2,7.1433444,5.3500004,1.4,19.3,0.46972318339100344,0.33304498269896193,2.2209344,1
vdjdb_full_15890_rs_1_n0_iptm_filtered,5.1038084,15.6,2.6496823,5.05,1.6,8.570001,0.4873046875,0.0009765625,1.7970703,1
vdjdb_full_15890_rs_2_n0_iptm_filtered,12.944463,28.9,9.769682,8.9,1.9,26.3,0.3062283737024221,0.39705882352941174,2.4373703,1
vdjdb_full_15890_rs_3_n0_iptm_filtered,2.6333334,8.5,1.3588476,2.4,1.1,4.4,0.9277777777777778,0.0,0.80711114,1
vdjdb_full_15890_rs_4_n0_iptm_filtered,12.382267,27.6,8.879689,9.1,2.0,24.2,0.28633217993079585,0.40484429065743943,2.600173,1
vdjdb_full_15890_ss_0_n0_iptm_filtered,3.9511108,11.8,2.0795002,3.6,1.5,6.8,0.7366666666666667,0.0,1.46,1
vdjdb_full_15890_ss_1_n0_iptm_filtered,3.9511108,11.8,2.0795002,3.6,1.5,6.8,0.7366666666666667,0.0,1.46,1
vdjdb_full_15890_ss_2_n0_iptm_filtered,10.520735,24.0,7.6106915,7.8,1.7,21.1,0.3795918367346939,0.39918367346938777,2.92,1
vdjdb_full_15890_ss_3_n0_iptm_filtered,11.192867,24.0,7.8745513,8.5,2.0,20.9,0.3579072532699168,0.4280618311533888,2.0128417,1
vdjdb_full_15890_ss_4_n0_iptm_filtered,3.767382,20.1,3.3350108,2.6,1.1,8.37,0.7943213296398892,0.01662049861495845,2.383795,1
vdjdb_full_15896_rs_0_n0_iptm_filtered,6.482715,18.1,3.4308236,6.2,2.1,11.0,0.33984375,0.01953125,2.6146483,1
vdjdb_full_15896_rs_1_n0_iptm_filtered,7.59477,23.1,5.8147297,6.1,1.2,15.4,0.4885204081632653,0.11862244897959184,2.2201529,1
vdjdb_full_15896_rs_2_n0_iptm_filtered,12.944723,28.5,9.665987,9.6,1.55,25.4,0.31314878892733566,0.42387543252595156,2.719204,1
vdjdb_full_15896_rs_3_n0_iptm_filtered,8.500189,24.2,6.680914,8.4,1.1,16.8,0.46880907372400754,0.24574669187145556,1.6514177,1
vdjdb_full_15896_rs_4_n0_iptm_filtered,14.57104,30.6,12.922558,5.1,1.24,29.66,0.4944,0.4608,1.5184001,1
vdjdb_full_15896_ss_0_n0_iptm_filtered,5.334896,20.0,3.3550253,4.9,1.5,9.6,0.5017361111111112,0.015625,2.167014,1
vdjdb_full_15896_ss_1_n0_iptm_filtered,2.8962963,9.3,1.6922805,2.9,0.8,5.3,0.8765432098765432,0.0,1.0962963,1
vdjdb_full_15896_ss_2_n0_iptm_filtered,2.4849114,9.1,1.1496964,2.3,1.2,3.8,0.9562955254942768,0.0,0.73506767,1
vdjdb_full_15896_ss_3_n0_iptm_filtered,3.2036734,10.1,1.6826979,2.8,1.3,5.7,0.8522448979591837,0.0,1.4538776,1
vdjdb_full_15896_ss_4_n0_iptm_filtered,3.851035,11.5,1.9631476,3.6,1.5,6.9,0.7707100591715976,0.0,1.3860947,1
vdjdb_full_15897_rs_0_n0_iptm_filtered,5.0884614,17.4,3.0481417,4.3,1.6,9.65,0.584319526627219,0.004437869822485207,2.3976333,1
vdjdb_full_15897_rs_1_n0_iptm_filtered,11.196245,25.6,8.295609,7.8,1.7,22.3,0.3420408163265306,0.39346938775510204,2.3964083,1
vdjdb_full_15897_rs_2_n0_iptm_filtered,5.0824223,14.3,2.786821,4.4,1.7,9.1,0.5693359375,0.0,2.3605468,1
vdjdb_full_15897_rs_3_n0_iptm_filtered,9.097388,22.1,7.119775,5.3,1.74,19.2,0.4726530612244898,0.363265306122449,1.747755,1
vdjdb_full_15897_rs_4_n0_iptm_filtered,6.07327,21.5,4.213299,5.1499996,1.4,12.15,0.48961937716262977,0.028546712802768166,2.7645328,1
vdjdb_full_15897_ss_0_n0_iptm_filtered,4.809796,15.1,2.582045,4.7,1.4,8.3,0.553469387755102,0.0008163265306122449,1.9885714,1
vdjdb_full_15897_ss_1_n0_iptm_filtered,6.937153,16.9,3.721947,7.7,1.7,11.6,0.3576388888888889,0.008680555555555556,1.7520833,1
vdjdb_full_15897_ss_2_n0_iptm_filtered,10.954166,27.7,10.87831,3.6999998,0.9,25.869999,0.5694444444444444,0.375,1.3277779,1
vdjdb_full_15897_ss_3_n0_iptm_filtered,13.012207,27.5,9.706161,9.5,1.7,25.4,0.3125,0.4111328125,2.3634765,1
vdjdb_full_15897_ss_4_n0_iptm_filtered,11.244388,25.3,9.7649,5.05,0.9,23.05,0.5,0.45918367346938777,1.2255102,1
vdjdb_full_15899_rs_0_n0_iptm_filtered,7.4910927,20.4,5.441422,5.1,1.4,15.0,0.49127640036730946,0.09733700642791551,2.2262626,1
vdjdb_full_15899_rs_1_n0_iptm_filtered,10.436111,26.3,10.462185,3.25,0.9,24.74,0.5763888888888888,0.375,1.1388888,1
vdjdb_full_15899_rs_2_n0_iptm_filtered,5.677111,19.6,3.5876684,5.7,1.4,10.21,0.44222222222222224,0.01888888888888889,2.0266669,1
vdjdb_full_15899_rs_3_n0_iptm_filtered,13.027929,29.9,12.118209,4.5,1.4,28.77,0.5166015625,0.404296875,1.5359375,1
vdjdb_full_15899_rs_4_n0_iptm_filtered,2.2472425,5.5,0.8985103,2.1,1.1,3.5,0.9937565036420395,0.0,0.4865765,1
vdjdb_full_15899_ss_0_n0_iptm_filtered,3.1577957,10.2,1.5504754,2.9,1.3,5.2,0.88,0.0,1.2053877,1
vdjdb_full_15899_ss_1_n0_iptm_filtered,7.6264462,23.0,5.7997975,5.5,1.2,16.1,0.4793388429752066,0.1349862258953168,2.2912767,1
vdjdb_full_15899_ss_2_n0_iptm_filtered,9.086883,23.4,6.719753,6.7,1.6500001,18.4,0.43287037037037035,0.29475308641975306,2.3833332,1
vdjdb_full_15899_ss_3_n0_iptm_filtered,5.7851195,19.7,3.4382946,5.3,2.0,9.9,0.46409989594172735,0.019771071800208116,2.4106138,1
vdjdb_full_15899_ss_4_n0_iptm_filtered,3.5977778,10.7,1.7139933,3.4,1.4,5.8,0.8111111111111111,0.0,1.1542221,1
vdjdb_full_15900_rs_0_n0_iptm_filtered,3.8692033,14.1,2.183941,3.3,1.4,6.9,0.7502972651605232,0.0,1.6613556,1
vdjdb_full_15900_rs_1_n0_iptm_filtered,3.324121,8.5,1.4039197,3.3,1.4,5.1,0.888671875,0.0,0.8904297,1
vdjdb_full_15900_rs_2_n0_iptm_filtered,3.8341312,16.1,2.3802342,3.3,1.5,7.2,0.7960457856399584,0.002081165452653486,1.8942769,1
vdjdb_full_15900_rs_3_n0_iptm_filtered,11.164942,27.3,8.121722,8.2,1.9,22.3,0.3544921875,0.4189453125,2.9080076,1
vdjdb_full_15900_rs_4_n0_iptm_filtered,13.079188,27.1,9.109313,10.9,1.8,24.5,0.2882414151925078,0.43184183142559834,2.8763788,1
vdjdb_full_15900_ss_0_n0_iptm_filtered,4.370934,13.7,2.2426202,4.2,1.5,7.2,0.6410034602076125,0.0,1.4595156,1
vdjdb_full_15900_ss_1_n0_iptm_filtered,11.3219385,26.1,8.67457,7.2,1.9,23.2,0.365,0.375625,2.762125,1
vdjdb_full_15900_ss_2_n0_iptm_filtered,8.86295,25.7,6.6904845,6.4,1.5,18.8,0.42590027700831024,0.26177285318559557,2.878532,1
vdjdb_full_15900_ss_3_n0_iptm_filtered,13.540563,27.4,9.29515,11.4,2.2,24.8,0.2857142857142857,0.45663265306122447,2.1020408,1
vdjdb_full_15900_ss_4_n0_iptm_filtered,4.0465555,17.0,2.5987346,3.4,1.5,7.7,0.7555555555555555,0.0033333333333333335,1.9331112,1
vdjdb_full_15901_rs_0_n0_iptm_filtered,3.4693773,11.3,1.9291732,3.0,1.3499999,6.3,0.8131487889273357,0.0,1.5211072,1
vdjdb_full_15901_rs_1_n0_iptm_filtered,1.5889808,3.4,0.52195835,1.5,0.9,2.3,1.0,0.0,0.3261708,1
vdjdb_full_15901_rs_2_n0_iptm_filtered,5.894925,13.7,3.2924972,5.7,1.5,10.2,0.44170096021947874,0.0,1.2812071,1
vdjdb_full_15901_rs_3_n0_iptm_filtered,3.3117285,10.3,1.6777874,3.3,1.3,5.3500004,0.8557098765432098,0.0,0.99135804,1
vdjdb_full_15901_rs_4_n0_iptm_filtered,11.052423,25.0,9.372789,5.25,1.2,22.7,0.4872448979591837,0.4362244897959184,1.6130102,1
vdjdb_full_15901_ss_0_n0_iptm_filtered,4.498163,14.4,2.4832988,4.4,1.4,7.4,0.5895316804407713,0.0,1.4980717,1
vdjdb_full_15901_ss_1_n0_iptm_filtered,10.363103,23.7,7.8702717,6.6,1.5,21.0,0.39102040816326533,0.39346938775510204,2.5374694,1
vdjdb_full_15901_ss_2_n0_iptm_filtered,3.9727778,13.7,2.244639,3.6,1.3,7.01,0.7422222222222222,0.0,1.6206667,1
vdjdb_full_15901_ss_3_n0_iptm_filtered,12.295836,26.0,8.329029,10.2,2.0,22.7,0.2873469387755102,0.4310204081632653,2.8904493,1
vdjdb_full_15901_ss_4_n0_iptm_filtered,12.405868,25.2,8.317718,12.8,1.7,22.0,0.29591836734693877,0.4719387755102041,2.17449,1
vdjdb_full_15902_rs_0_n0_iptm_filtered,2.699633,11.6,1.5131502,2.4,1.1,4.5,0.9201101928374655,0.0,1.194674,1
vdjdb_full_15902_rs_1_n0_iptm_filtered,14.917889,30.3,10.874846,11.0,1.8,29.0,0.24,0.43555555555555553,3.2228887,1
vdjdb_full_15902_rs_2_n0_iptm_filtered,11.611835,27.4,10.289126,4.9,0.98,24.3,0.5088757396449705,0.4260355029585799,1.2142012,1
vdjdb_full_15902_rs_3_n0_iptm_filtered,3.3037648,11.1,1.6439428,3.2,1.2,5.42,0.8466483011937558,0.0,1.0956842,1
vdjdb_full_15902_rs_4_n0_iptm_filtered,3.324121,8.5,1.4039197,3.3,1.4,5.1,0.888671875,0.0,0.8904297,1
vdjdb_full_15902_ss_0_n0_iptm_filtered,10.509759,22.7,6.66663,11.4,1.8399999,18.7,0.3232,0.3776,2.08128,1
vdjdb_full_15902_ss_1_n0_iptm_filtered,4.2336106,13.2,2.402692,3.8,1.4,7.7,0.6722164412070759,0.0,1.6434964,1
vdjdb_full_15902_ss_2_n0_iptm_filtered,10.033674,24.2,7.489841,10.3,1.1,19.6,0.4005102040816326,0.39158163265306123,2.804592,1
vdjdb_full_15902_ss_3_n0_iptm_filtered,11.935059,26.2,8.200259,10.3,1.9,22.5,0.302734375,0.4208984375,2.8169923,1
vdjdb_full_15902_ss_4_n0_iptm_filtered,14.481069,28.5,10.48014,11.0,1.88,27.0,0.27434842249657065,0.44718792866941015,1.9097393,1
vdjdb_full_15903_rs_0_n0_iptm_filtered,2.5098765,6.4,1.3440868,2.6,0.8,4.4,0.9259259259259259,0.0,0.89135796,1
vdjdb_full_15903_rs_1_n0_iptm_filtered,10.276679,24.4,8.4831505,5.8,1.2,21.02,0.46776406035665297,0.4444444444444444,1.962963,1
vdjdb_full_15903_rs_2_n0_iptm_filtered,8.618856,22.4,6.4552674,5.7,1.6,17.5,0.45714285714285713,0.27346938775510204,2.312653,1
vdjdb_full_15903_rs_3_n0_iptm_filtered,8.3613405,23.1,6.824321,4.5,1.4,18.1,0.527089072543618,0.2644628099173554,1.5414143,1
vdjdb_full_15903_rs_4_n0_iptm_filtered,3.5286338,16.4,2.122535,3.4,1.3,5.62,0.8546384222059897,0.0014609203798392988,1.2962748,1
vdjdb_full_15903_ss_0_n0_iptm_filtered,5.4977956,15.2,3.7635157,4.0,1.4,11.0,0.5648979591836735,0.0008163265306122449,1.5689796,1
vdjdb_full_15903_ss_1_n0_iptm_filtered,2.685185,9.5,1.6476778,2.6,0.8,4.8,0.9012345679012346,0.0,1.1481481,1
vdjdb_full_15903_ss_2_n0_iptm_filtered,2.8004081,13.2,1.570371,2.4,1.2,4.7,0.9118367346938776,0.0,1.197551,1
vdjdb_full_15903_ss_3_n0_iptm_filtered,13.540563,27.4,9.29515,11.4,2.2,24.8,0.2857142857142857,0.45663265306122447,2.1020408,1
vdjdb_full_15903_ss_4_n0_iptm_filtered,2.6716049,8.0,1.5113754,2.6,0.8,4.7,0.9135802469135802,0.0,0.9530865,1
vdjdb_full_15905_rs_0_n0_iptm_filtered,3.3947232,10.0,1.6048256,3.1,1.4,5.5,0.8313148788927336,0.0,1.2178202,1
vdjdb_full_15905_rs_1_n0_iptm_filtered,9.155762,25.0,5.629676,9.6,2.1,15.97,0.314453125,0.1416015625,3.110742,1
vdjdb_full_15905_rs_2_n0_iptm_filtered,8.634256,23.8,5.9848685,7.25,1.6,17.05,0.4134948096885813,0.1842560553633218,2.402076,1
vdjdb_full_15905_rs_3_n0_iptm_filtered,8.64873,22.6,6.9177265,5.0,1.3,18.27,0.4970703125,0.294921875,2.1166015,1
vdjdb_full_15905_rs_4_n0_iptm_filtered,10.783778,23.6,6.1654816,12.05,1.8,17.9,0.26555555555555554,0.3611111111111111,2.2226667,1
vdjdb_full_15905_ss_0_n0_iptm_filtered,3.1748571,12.6,1.8385677,2.7,1.4,5.7,0.8612244897959184,0.0,1.3668572,1
vdjdb_full_15905_ss_1_n0_iptm_filtered,14.428775,27.9,10.234069,10.9,1.7,26.5,0.262782401902497,0.45659928656361476,2.1541023,1
vdjdb_full_15905_ss_2_n0_iptm_filtered,2.4849114,9.1,1.1496964,2.3,1.2,3.8,0.9562955254942768,0.0,0.73506767,1
vdjdb_full_15905_ss_3_n0_iptm_filtered,10.62764,25.4,8.390914,6.3,1.7,22.3,0.42240587695133147,0.39761248852157943,2.2863178,1
vdjdb_full_15905_ss_4_n0_iptm_filtered,4.753846,16.2,2.3545814,4.7,1.8,7.6,0.5591715976331361,0.0029585798816568047,1.7071006,1
vdjdb_full_15907_rs_0_n0_iptm_filtered,8.634256,23.8,5.9848685,7.25,1.6,17.05,0.4134948096885813,0.1842560553633218,2.402076,1
vdjdb_full_15907_rs_1_n0_iptm_filtered,12.384056,26.3,9.623671,8.6,1.3,24.1,0.4005102040816326,0.45918367346938777,2.4334185,1
vdjdb_full_15907_rs_2_n0_iptm_filtered,4.362457,16.2,2.719364,3.7,1.6,7.75,0.7015570934256056,0.0034602076124567475,1.9114188,1
vdjdb_full_15907_rs_3_n0_iptm_filtered,11.50104,26.2,7.680967,10.1,2.3,21.2,0.32049947970863685,0.4255983350676379,2.4422476,1
vdjdb_full_15907_rs_4_n0_iptm_filtered,3.152525,10.7,1.6943853,2.8,1.2,5.6,0.8530762167125804,0.0,1.323967,1
